,Curvature,Speed,CarPosition,Class
0,0.08389532566070557,000,329.173828125,Coast
1,0.08389532566070557,000,329.173828125,Coast
2,0.08389532566070557,000,329.173828125,Coast
3,0.14099296927452087,000,333.42095947265625,Coast
4,0.14099296927452087,000,333.42095947265625,Coast
5,0.14099296927452087,000,333.42095947265625,Coast
6,0.14099296927452087,000,333.42095947265625,Coast
7,0.1427784264087677,000,333.21990966796875,Coast
8,0.1427784264087677,000,333.21990966796875,Coast
9,0.1427784264087677,000,333.21990966796875,Coast
10,0.1427784264087677,000,333.21990966796875,Accelerate
11,0.1175684928894043,000,329.39984130859375,Accelerate
12,0.1175684928894043,000,329.39984130859375,Accelerate
13,0.1175684928894043,000,329.39984130859375,Accelerate
14,0.1175684928894043,000,329.39984130859375,Accelerate
15,0.1485998034477234,000,335.05645751953125,Accelerate
16,0.1485998034477234,002,335.05645751953125,Accelerate
17,0.1485998034477234,003,335.05645751953125,Accelerate
18,0.1485998034477234,005,335.05645751953125,Accelerate
19,0.18289940059185028,006,338.6736145019531,Accelerate
20,0.18289940059185028,008,338.6736145019531,Accelerate
21,0.12400838732719421,009,336.66790771484375,Accelerate
22,-0.07651011645793915,013,303.12945556640625,Accelerate
23,-0.07651011645793915,014,303.12945556640625,Accelerate
24,0.01473301462829113,016,333.0694885253906,Accelerate
25,-0.04245823621749878,018,292.9549865722656,Accelerate
26,0.04528496414422989,019,330.4993896484375,Accelerate
27,0.02231205441057682,021,316.2295227050781,Accelerate
28,-0.03991440311074257,022,323.77069091796875,Accelerate
29,-0.07545794546604156,022,291.50177001953125,Accelerate
30,0.012440930120646954,023,311.21795654296875,Accelerate
31,0.15434499084949493,024,361.34893798828125,Accelerate
32,0.018145760521292686,026,338.65728759765625,Accelerate
33,-0.011341515928506851,026,319.48480224609375,Accelerate
34,0.043068647384643555,027,339.5922546386719,Accelerate
35,0.08057725429534912,028,364.9304504394531,Accelerate
36,0.19313640892505646,029,382.3110046386719,Accelerate
37,0.04561610892415047,029,346.2211608886719,Accelerate
38,0.21435530483722687,030,394.5413818359375,Accelerate
39,0.15746714174747467,032,382.9295654296875,Accelerate
40,0.008321760222315788,032,308.77716064453125,Accelerate
41,0.023935168981552124,033,315.91802978515625,Accelerate
42,0.12751616537570953,034,338.682373046875,Accelerate
43,0.05303550511598587,035,318.21435546875,Accelerate
44,0.02172059938311577,036,295.08001708984375,Accelerate
45,0.0989607498049736,036,318.0339660644531,Accelerate
46,0.10628487169742584,038,354.7905578613281,Accelerate
47,0.10351143032312393,039,364.3037414550781,Accelerate
48,0.16979560256004333,039,400.4012451171875,Accelerate
49,0.009859257377684116,040,333.5743713378906,Accelerate
50,0.04301437363028526,041,352.0469970703125,Accelerate
51,0.04419401288032532,042,331.59979248046875,Accelerate
52,0.03896353393793106,042,318.58892822265625,Accelerate
53,0.003727471921592951,044,318.2850646972656,Accelerate
54,0.007071543950587511,045,318.5627746582031,Accelerate
55,0.003651857376098633,046,318.9414978027344,Accelerate
56,0.005148299504071474,046,319.0238952636719,Accelerate
57,0.0368107333779335,047,333.01263427734375,Accelerate
58,0.039364319294691086,048,334.3934631347656,Accelerate
59,2.9802322831784522e-09,049,319.5,Accelerate
60,-5.418604231977042e-09,050,319.5,Accelerate
61,-0.0,051,319.5,Accelerate
62,0.0016510296845808625,052,319.5605163574219,Accelerate
63,0.0017978101968765259,052,319.578125,Accelerate
64,0.0001645733864279464,053,319.5750732421875,Accelerate
65,-0.021142423152923584,055,312.71734619140625,Accelerate
66,-0.043996915221214294,056,312.61309814453125,Accelerate
67,-0.0,056,319.5,Accelerate
68,2.709302115988521e-09,057,319.5000305175781,Accelerate
69,-0.0,058,319.5,Accelerate
70,4.967053879312289e-09,059,319.5,Accelerate
71,-2.709302115988521e-09,060,319.5,Accelerate
72,2.9802322831784522e-09,061,319.5,Accelerate
73,-0.0,062,319.5,Accelerate
74,0.00018072941747959703,062,319.5,Accelerate
75,0.00043645771802403033,063,319.5,Accelerate
76,-0.0015654340386390686,064,319.499267578125,Accelerate
77,-0.04671533405780792,066,312.91668701171875,Accelerate
78,-0.0,066,319.5,Accelerate
79,0.004078772850334644,067,319.79791259765625,Accelerate
80,0.0044537754729390144,068,319.817138671875,Accelerate
81,0.004886001348495483,069,319.7712097167969,Accelerate
82,0.0028435722924768925,070,320.5328369140625,Accelerate
83,0.00019440054893493652,071,320.5316467285156,Accelerate
84,0.006957021541893482,072,320.65533447265625,Accelerate
85,-0.016340987756848335,073,315.50225830078125,Accelerate
86,0.00139007403049618,074,321.9256896972656,Accelerate
87,0.0004571154713630676,075,321.3870544433594,Accelerate
88,0.0010940134525299072,076,321.45928955078125,Accelerate
89,-0.04251158609986305,077,312.4830322265625,Accelerate
90,0.007833442650735378,078,322.31341552734375,Accelerate
91,-0.0007254353840835392,079,322.13726806640625,Accelerate
92,-0.1037842258810997,080,286.9368896484375,Accelerate
93,0.030197063460946083,081,321.8954162597656,Accelerate
94,0.034135282039642334,082,317.4082946777344,Accelerate
95,0.024683941155672073,082,303.96453857421875,Accelerate
96,-0.033469654619693756,084,302.5395812988281,Accelerate
97,-0.028165217489004135,085,301.5613098144531,Accelerate
98,0.030534088611602783,085,325.7942810058594,Accelerate
99,0.10032837092876434,086,340.8079833984375,Accelerate
100,-0.036584820598363876,088,305.9843444824219,Accelerate
101,-0.03568394109606743,089,302.35662841796875,Accelerate
102,-0.0388341061770916,089,301.50799560546875,Accelerate
103,-0.03427542746067047,091,300.5529479980469,Accelerate
104,-0.09346107393503189,092,298.3028564453125,Accelerate
105,-0.08292283862829208,092,294.6982421875,Accelerate
106,-0.02148875780403614,093,309.2977294921875,Accelerate
107,-0.033797696232795715,095,307.4191589355469,Accelerate
108,-0.16658636927604675,095,275.0491638183594,Accelerate
109,-0.0901847779750824,096,302.0363464355469,Accelerate
110,-0.03097382001578808,098,302.3877258300781,Accelerate
111,0.04804372042417526,099,319.1219177246094,Accelerate
112,-0.01597268134355545,100,310.88214111328125,Accelerate
113,-0.022186608985066414,101,310.8309631347656,Accelerate
114,-0.028604507446289062,102,308.9436950683594,Accelerate
115,-0.17017744481563568,103,276.62652587890625,Accelerate
116,-0.1228751614689827,104,306.215576171875,Accelerate
117,0.0371052622795105,105,320.3544616699219,Accelerate
118,-0.022888701409101486,106,316.5262451171875,Accelerate
